,user_id,product_id,rating
6154,A2S3DQ0BL6KSM1,B0016ML1C2,3.0
3085,A2SFO875EQ66AB,B0002KYXTM,4.0
4487,AYQ46BHSK99YV,B000EEEYCW,5.0
7769,A34BZPTKSY68PB,B003AYNFRS,5.0
9241,A2QDVOUXE4PYIM,B005J2PXV0,5.0
9616,ANADY67KNW4Z,B0079KQEOK,5.0
8084,A1AFH79R6W1QOQ,B003S3S0DU,5.0
724,AQDHNCD25PFE6,B0002D05FU,4.0
3742,A149F91FB9WTW6,B0006ZXFWO,2.0
944,A26HM2R5529NYY,B0002D0CNA,5.0
4389,A3HN470MGR70D2,B000CCMWVG,3.0
4999,A14HVB7CVCYTIY,B000L6GD04,5.0
2176,A217QN6PDMKS1A,B0002F7K7Y,5.0
2792,A2BHAEL2Q4HR4A,B0002H02IG,5.0
61,A38HMS5RYSYF8G,B000068NW5,5.0
3008,A1DVUFG2QSJ6IK,B0002IHFVM,5.0
2466,A21N9ACLVOMDLP,B0002GW3Y8,4.0
2609,A2CJVLER896Q7L,B0002GXV3A,5.0
8274,A3J1M5WTA3ST77,B003VWKPHC,4.0
4154,A1LHMSY3Q46PJS,B000AAGM0M,5.0
8441,ACWJDL1ZYX8RE,B003YVRGN6,5.0
7943,A3IVULXGE2PB43,B003GEBGA0,5.0
10071,A2E3Q52SJS00K2,B00BKXN9LS,5.0
2413,A33PUQETQAM8XT,B0002GMGYA,4.0
5075,A11E4FWMN9BXJD,B000LQLDM2,5.0
5142,A1IB42LRNA9QLW,B000N5MK8M,3.0
10017,A3W2EOWTZVIGC9,B00AZUAORE,5.0
4457,A3UETHIJBL6MCV,B000CZ0RLU,5.0
9271,A2BRXREMT5WZJ0,B005M0CK9M,5.0
474,AN1RO6C6I78YO,B0002CZVK0,5.0
8000,AVF06892OWGJU,B003K16N0C,4.0
122,A4BTCECGQAIUI,B000068O3X,4.0
5128,A2Z3FDWL7DQD76,B000MWWT6E,5.0
2362,A5O3ZBCOLILKQ,B0002GLDQM,3.0
7728,A1D086N00QVF8Z,B003AJMPW4,5.0
6184,A23BIOQUMRC7K5,B00178JDCK,5.0
10,A2NYK9KWFMJV4Y,B00004Y2UT,5.0
8626,A7IBOCJ0K4V8C,B004INGEB4,3.0
6034,A1C0O09LOLVI39,B0010SHU18,3.0
2461,A1GUHIMGFE362L,B0002GTZR6,4.0
8066,A127K5WGHNUUH3,B003OUX8ZM,5.0
1197,A38XYO1S5747MY,B0002DV7ZM,5.0
8701,A3RPTP7XINQSKI,B004N0MKN8,5.0
5067,AAHV0LYDMZGY8,B000LQLDM2,5.0
5938,A1SDGIC08LD6BW,B000XXBHA6,5.0
3138,A781ITP3HE2N5,B0002KZE7C,4.0
8836,A2605LYSN10W9,B004VDD4KK,5.0
3329,AVDW3OAVWWE05,B0002M6CW6,3.0
3829,A26Y7G0VFYUYSL,B0007WPCKE,5.0
1948,A1HSW0NIX8VQ07,B0002F4VBM,5.0
4941,ABEQJOG7TS8GT,B000KIRT74,5.0
1369,A2CCGGDGZ694CT,B0002E1H9W,5.0
2200,AAGD3GA9ZVPLQ,B0002FOBJY,4.0
7888,A2FIYNFKZQXGWO,B003DVGVIS,3.0
5136,A3KOWHTH4J4ZIK,B000N4WHYK,5.0
8979,A3MW5BXUOCCQV0,B0051WAJ5S,5.0
7557,A2JK2ITE138P7Z,B0033PSLSM,4.0
7285,A1O7G2PW6LGL0G,B002GYWBJ6,5.0
8004,A2W7M00WSI4JND,B003KJ0ZD0,5.0
1655,A1GXJW4152V4LJ,B0002E2KPC,4.0
1414,A85AE6BNHXAXR,B0002E1J5E,4.0
8577,A1SCWHXAB2ZK7N,B004FPEF84,5.0
8530,A2STXHBNXM1B0Z,B0046A04LU,4.0
6852,A34O0KQV4QXWNQ,B001PGXKC8,5.0
8922,A1MM26M78136ZP,B004Z17008,5.0
5986,A3AAUG2Z6BD186,B0010CAEFS,5.0
4488,A1IB42LRNA9QLW,B000EEEYCW,1.0
8881,A3M4FU3WQWJHMP,B004XNK7AI,5.0
814,A28DVY0Q6PPO1J,B0002D0CEO,5.0
7172,AQJXACOTDMH03,B002AQNGIU,5.0
9236,APN77K8OVE97N,B005IVUWDG,5.0
2368,A3NKSY3I0UW3KK,B0002GLDQM,5.0
6816,A3GSQE0LXPG9YF,B001PGXHX0,5.0
8782,AW1VA3H8A5N12,B004TE5HBU,5.0
6364,AEKID8YBJSV8K,B0019H6750,5.0
2159,A3R8XCQYDNQIAA,B0002F7K7Y,5.0
7226,A3NAA6BH9LWIH4,B002DYJEMQ,5.0
1895,A5I7XOLQRH9YE,B0002E5266,4.0
218,A2INSN8Z69R0FK,B0000AQRSU,4.0
3330,A2F92AOWTIUIB,B0002M6CW6,3.0
1288,A1N82BBPB5816P,B0002E1G5C,5.0
5199,A2GVH4P25TXN8M,B000OMG0KI,5.0
2254,ANU2BFZ9STYXU,B0002GJILE,5.0
4844,AMP0Z3DR4RCH7,B000JRPYGE,5.0
8172,A10VG94SAKVSC0,B003VWJ2K8,2.0
1080,A3322FTE1MQQGM,B0002D0L40,5.0
10072,A3DZBMO93FHKTH,B00BL6IYW8,5.0
